date,playTitle,authorName,originalTitle,originalAuthorName
1752-02-12,"Beleazar, treurspel","Steenwijk, Frans van",,
1752-02-14,"Democritus, of de verliefde filosoof","Elvervelt, Henrik van",Démocrite,"Regnard, Jean François"
1752-02-19,Het huwelyk van Orondates en Statira. Treurspel [by Nil Volentibus Arduum group],Nil Volentibus Arduum group,Le mariage d'Oroondate et de Statire,"Magnon, Jean"
1752-02-21,De verduytste Cid. Bly-eindend treurspel,"Heemskerk, Johan van",Le Cid. Tragi-comedie.,"Corneille, Pierre"
1752-02-28,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1752-03-06,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1752-03-11,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1752-03-13,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1752-03-18,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1752-03-20,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1752-03-25,Ifigenia. Treurspél [by Nil Volentibus Arduum group],Nil Volentibus Arduum group,Iphigénie,"Racine, Jean"
1752-03-27,"De malle wédding óf Gierige Geeraard, blyspél [by Nil Volentibus Arduum group]",Nil Volentibus Arduum group,"La folle gageure, ou Les divertissemens de la comtesse de Pembroc","Le Métel de Boisrobert, François"
1752-04-01,"Childerik, treurspel","Neufville, Christina Leonora de",Childeric,"Morand, Pierre de"
1752-04-04,De toets der minnaars in het konstpaleis van Fenix,"Kroon, Daniel",,
1752-04-06,De toets der minnaars in het konstpaleis van Fenix,"Kroon, Daniel",,
1752-04-08,De toets der minnaars in het konstpaleis van Fenix,"Kroon, Daniel",,
1752-04-10,De toets der minnaars in het konstpaleis van Fenix,"Kroon, Daniel",,
1752-04-13,De Amerikaan; blyspel,"Elvervelt, Henrik van",Arlequin Sauvage,"La Font, Joseph de"
1752-04-15,"Constantinus de Groote, Eerste Christen' Keiser. Treurspel","Bernagie, Pieter",,
1752-04-17,De lastigheid der rykdommen; blyspel,"Japin, Jean","L'Embarras des richesses, comédie","Allainval, Léonor Jean Christine Soulas d'"
1752-04-20,Heraklius. Treurspel [by F. Rijk],"Rijk, Frans","Heraclius, empereur d'Orient","Corneille, Pierre"
1752-04-22,"Attila, koning der Hunnen. Treurspel","Elias, Michiel","Attila, Roy des Huns","Corneille, Pierre"
1752-04-24,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1752-04-27,Sabinus en Eponina; treurspel,"Haverkamp, Johannes","Sabinus et Éponine, tragédie","Richer, Henri"
1752-05-01,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1752-05-04,De daaden van Hercules,"Strijker, Theodoor",Le fatiche d'Ercole per Deianira. Drama per musica,"Aureli, Aurelio"
1752-05-08,"Konradyn, koning van Napels en Siciliën. Treurspel","Smids, Ludolph",,
1752-08-07,"Don Louis de Vargas, of Edelmoedige wraek","Heynck, Dirk Pietersz",El tejedor de Segovia,"Ruiz de Alarcón y Mendoza, Juan"
1752-08-10,"Veranderlyk geval, of Stantvastige liefde","Baroces, Jacob",Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1752-08-12,Mahomet de tweede; treurspel,"Hooff, Nicolaas Willem op den","Mahomet second, tragédie","Sauvé dit de La Noue, Jean-Baptiste"
1752-08-14,De beklaaglyke dwang,"Vos, Isaac",La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1752-08-17,"De deugdzame hoveling, treurspel","Bruin, Claas",,
1752-08-19,Eneas en Turnus; treurspel,"Rotgans, Lukas",,
1752-08-21,"De toveryen van Armida, of het belegerde Jeruzalem, treurspel","Peys, Adriaen",,
1752-08-24,De verwaande Hóllandsche Franschman. Blyspél,"Pels, Andries",,
1752-08-28,De dobbelaar; blyspel [by F. Rijk],"Rijk, Frans",Le joueur,"Regnard, Jean François"
1752-08-31,"Geta, of De broedermoort van Antoninus, treurspel","Haverkamp, Johannes","Géta, tragédie","Péchantré, Nicolas de"
1752-09-04,Oratyn en Maskariljas of Den ontydigen Loskop,"Dullaart, Joan",L’Étourdi ou les Contretemps,"Molière (ps. Poquelin, Jean Baptiste)"
1752-09-07,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1752-09-09,Fausta; treurspel,"Hooff, Nicolaas Willem op den","Maximien, tragédie","La Chaussée, Pierre-Claude Nivelle de"
1752-09-11,"Democritus, of de verliefde filosoof","Elvervelt, Henrik van",Démocrite,"Regnard, Jean François"
1752-09-14,"Elektra, treurspel [by Malfait]","Malfait (de jonge), Philip",Électre,"Crébillon, Prosper Jolyot de"
1752-09-16,"Scilla, treurspel","Rotgans, Lukas",,
1752-09-18,De dood van de graaven Egmond en Hoorne. Treurspel,"Asselijn, Thomas",,
1752-09-21,"De malle wédding óf Gierige Geeraard, blyspél [by Nil Volentibus Arduum group]",Nil Volentibus Arduum group,"La folle gageure, ou Les divertissemens de la comtesse de Pembroc","Le Métel de Boisrobert, François"
1752-09-23,Andromaché [by L. Meijer],Nil Volentibus Arduum group,Andromaque,"Racine, Jean"
1752-09-25,"De dood van sultan Selim, Turksen keizer; treurspel","Hoeven, Willem van der",,
1752-09-26,Verwarde hof,"Baroces, Jacob",El palacio confuso,"Lope de Vega y Carpio, Félix"
1752-09-27,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter",,
1752-09-28,"Karel de Stoute, hartog van Bourgondie","Verhoek, Pieter",,
1752-09-29,"Min in't lazarus-huys, blyspel","Focquenbroch, Willem Godschalk van",Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1752-09-30,"Ifigenie in Aulis, treurspel","Dullaart, Joan",Iphigénie,"Racine, Jean"
1752-10-02,"Den grooten Tamerlan, met de doodt van Bayaset de I, Turks keizer","Serwouters, Joannes",La nueva ira de Dios y Tamerlán de Persia,"Vélez de Guevara, Luis"
1752-10-02,"Den grooten Tamerlan, met de doodt van Bayaset de I, Turks keizer","Serwouters, Joannes","Le grand Tamerlan et Bajazet, tragedie","Magnon, Jean"
1752-10-03,"Min in't lazarus-huys, blyspel","Focquenbroch, Willem Godschalk van",Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1752-10-04,De toveres Circe,"Baroces, Jacob",El mayor encanto amor,"Calderón de la Barca, Pedro"
1752-10-04,De toveres Circe,"Baroces, Jacob","Ulysses in ’t eylandt van Circe, oft, geen grooter toovery als liefde. Hofspel","Grieck, Claude de"
1752-10-05,"Sigismundus, prince van Polen, of 't Leven is een droom. Bly-eyndigh treur-spel","Schouwenbergh, NN",La vida es sueño,"Calderón de la Barca, Pedro"
1752-10-07,"Arzases, of 't Edelmoedig verraad, treurspel","Huydecoper, Balthasar",,
1752-10-09,"De stantvastige Genoveva, ofte Herstelde onnooselheyt. Bly-eyndend-treurspel","Wouthers, Anthoon Frans","Genevieve, ou l'Innocence reconnue","d'Aure, Francois"
1752-10-12,"Karel, erfprins van Spanje. Treurspel","Bidloo, Govert",,
1752-10-14,Phedra en Hyppolitus [by F. Rijk],"Rijk, Frans",Phedre et Hyppolite. Tragedie,"Racine, Jean"
1752-10-16,"De burgerlyke edelman, blyspel","Maas, Hendr. (Toneelvertaler)",Le bourgeois gentilhomme,"Molière (ps. Poquelin, Jean Baptiste)"
1752-10-19,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1752-10-21,"Cato, of De ondergang der roomsche vryheid","Angelkot jr., Hermannus","Cato, a Tragedy","Addison, Joseph"
1752-10-23,"Sophonisba, treurspel","Haps, Pieter Willem van",,
1752-10-30,Brutus. Treurspel,"Haverkamp, Johannes","Le Brutus, tragédie",Voltaire
1752-11-06,"Aarnout en Adolf van Egmond, hertogen van Gelder. Treurspel","Bruin, Claas",,
1752-11-11,"Agrippa, koning van Alba; anders, De gewaande Tiberinus. Treurspel [by Nil Volentibus Arduum group]",Nil Volentibus Arduum group,"Agrippa, roy d'Albe, ou le faux Tibérinus","Quinault, Philippe"
1752-11-13,De Amerikaan; blyspel,"Elvervelt, Henrik van",Arlequin Sauvage,"La Font, Joseph de"
1752-11-18,Brutus. Treurspel,"Haverkamp, Johannes","Le Brutus, tragédie",Voltaire
1752-11-20,De ingebeelde zieke. Blyspél,Nil Volentibus Arduum group,"Le malade imaginaire, comédie","Molière (ps. Poquelin, Jean Baptiste)"
1752-11-25,De Mode,"Bernagie, Pieter",,
1752-11-27,De verhinderde wraak van Cajus Martius Coriolanus. Treurspel,"Bruin, Claas",Coriolan: tragedie,"Abeille, Gaspard"
1752-12-02,"Childerik, treurspel","Neufville, Christina Leonora de",Childeric,"Morand, Pierre de"
1752-12-04,De gelijke tweelingen,"Goes, Johannes Antonides van der",Menaechmi,"Plautus, T. Maccius"
1752-12-09,Admetus en Alcestis,"Nuyts, Pieter",,
1752-12-11,Het spoockend weeuwtje,Nil Volentibus Arduum group,La dama duende,"Calderón de la Barca, Pedro"
1752-12-11,Het spoockend weeuwtje,Nil Volentibus Arduum group,l'Esprit follet,"Le Métel d'Ouville, Antoine"
1752-12-16,Cleomenes. Treurspel,"Lingelbach, David",,
1752-12-18,Het wederzyds huwelyks bedrog. Blyspél,"Langendijk, Pieter",,
1752-12-23,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1752-12-23,Gysbreght van Aemstel,"Vondel, Joost van den",,
1753-01-01,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1753-01-01,Gysbreght van Aemstel,"Vondel, Joost van den",,
1753-01-08,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1753-01-08,Gysbreght van Aemstel,"Vondel, Joost van den",,
1753-01-13,Gysbreght van Aemstel,"Vondel, Joost van den",,
1753-01-13,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1753-01-15,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1753-01-15,Gysbreght van Aemstel,"Vondel, Joost van den",,
1753-01-20,Gysbreght van Aemstel,"Vondel, Joost van den",,
1753-01-20,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1753-01-22,"Horatius, treurspel","Stamhorst, Jacobus","Horace, tragédie","Corneille, Pierre"
1753-01-27,"Horatius, treurspel","Stamhorst, Jacobus","Horace, tragédie","Corneille, Pierre"
1753-01-29,"Arminius, Beschermer der Duytsche Vryheid","Bernagie, Pieter",,
1753-02-03,"Jacoba van Beieren, gravin van Holland en Zeeland. Treurspel","Marre, Jan de",,
1753-02-05,"Het school voor de vrouwen, blyspel","Arents, Thomas",L'école des femmes,"Molière (ps. Poquelin, Jean Baptiste)"
1753-02-10,"Thamas Koelikan, of De verovering van het Mogolsche ryk; treurspel","Steenwijk, Frans van",,
1753-02-12,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1753-02-17,De dood van Cajus Gracchus. Treurspel,"Pater, Lucas","Cornélie, mère des Gracques. Tragédie","Barbier, Marie-Anne"
1753-02-19,De verduytste Cid. Bly-eindend treurspel,"Heemskerk, Johan van",Le Cid. Tragi-comedie.,"Corneille, Pierre"
1753-02-26,Jodelet. Of de knecht meester en de meester knecht. Blijspel,"Commelin, Johannes","Jodelet, ou le Maitre valet","Scarron, Paul"
1753-03-05,De juffer kapitein; blyspel,"Rijk, Frans",La fille capitaine,"Montfleury, Antoine Jacob"
1753-03-10,Brutus. Treurspel,"Haverkamp, Johannes","Le Brutus, tragédie",Voltaire
1753-03-12,"Hester, of de verlossinge der joden. Treurspel [by F. Rijk]","Rijk, Frans","Esther, tragédie","Racine, Jean"
1753-03-17,"Hester, of de verlossinge der joden. Treurspel [by F. Rijk]","Rijk, Frans","Esther, tragédie","Racine, Jean"
1753-03-19,"Hester, of de verlossinge der joden. Treurspel [by F. Rijk]","Rijk, Frans","Esther, tragédie","Racine, Jean"
1753-03-21,"Hester, of de verlossinge der joden. Treurspel [by F. Rijk]","Rijk, Frans","Esther, tragédie","Racine, Jean"
1753-03-26,"Het school voor de vrouwen, blyspel","Arents, Thomas",L'école des femmes,"Molière (ps. Poquelin, Jean Baptiste)"
1753-03-31,"Orestes en Pylades, of Iphigenia in Tauris, treurspel","Bode, Matthias",Oreste et Pylade,"Lagrange Chancel, François Joseph de"
1753-04-02,"Jupiter en Amphitrion, of De twee gelyke Sosiaas. Blyspel","Koning, Harmanus","Amphitryon, comédie","Molière (ps. Poquelin, Jean Baptiste)"
1753-04-05,"Sesostris, koning van Egipte, treurspel","Mauricius, Johan Jacob",Amasis. Tragedie,"Lagrange Chancel, François Joseph de"
1753-04-07,"Semiramis, of De doot van Ninus. Treurspel","Zweerts, Philip",Sémiramis,"Poisson, Madeleine Angélique (dame Gabriel de Gomez )"
1753-04-09,"Veranderlyk geval, of Stantvastige liefde","Baroces, Jacob",Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1753-04-12,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1753-04-14,De dood van Semiramis; treurspel,"Hooff, Nicolaas Willem op den","Sémiramis, tragédie","Crébillon, Prosper Jolyot de"
1753-04-16,"De toveryen van Armida, of het belegerde Jeruzalem, treurspel","Peys, Adriaen",,
1753-04-19,"Brittannicus, treurspel","Canjoncle, Johannes de","Britannicus, tragédie","Racine, Jean"
1753-04-21,"Astrate, koning van Tyrus","Buysero, Dirk","Astrate, roy de Tyr","Quinault, Philippe"
1753-04-24,"Isabella princesse van Iberie, hof en landspel","Hoeven, Willem van der",A lo que obligan los celos,"Enríquez Gómez, Antonio"
1753-04-26,"Konradyn, koning van Napels en Siciliën. Treurspel","Smids, Ludolph",,
1753-04-30,De sipier van zich zelven. Blyspel,"Geleyn, Pieter van","Le geolier de soy-mesme, ou Jodelet prince","Corneille, Thomas"
1753-05-03,"Krispyn, testateur en gelegateerde, of De erfgenaam door list; blyspel","Lochem, Hermanus van",Le légataire universel,"Regnard, Jean François"
1753-08-06,Joan Galeasso: dwingeland van Milanen; treurspel,"Arents, Thomas",,
1753-08-11,Agamemnon. Treurspel,"Rijk, Frans",Agamemnon. Tragedie,"Boyer, Claude"
1753-08-13,Jodelet. Of de knecht meester en de meester knecht. Blijspel,"Commelin, Johannes","Jodelet, ou le Maitre valet","Scarron, Paul"
1753-08-16,Manlius Capitolinus; treurspel,"Malfait (de jonge), Philip",Manlius Capitolinus; tragédie,"La Fosse, Antoine de"
1753-08-18,Het huwelyk van Orondates en Statira. Treurspel [by Nil Volentibus Arduum group],Nil Volentibus Arduum group,Le mariage d'Oroondate et de Statire,"Magnon, Jean"
1753-08-20,De juffer kapitein; blyspel,"Rijk, Frans",La fille capitaine,"Montfleury, Antoine Jacob"
1753-08-23,De doodt van Julius Cezar. Treurspel,"Clyburg, Jacob",La mort de César,"Barbier, Marie-Anne"
1753-08-27,"De dood van Johan en Garcias, of De onzydige regtspleeging van Cosmos de Medicis, groothertog van Toscanen. Treurspel","Bruin, Claas",,
1753-08-30,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1753-09-03,De beklaaglyke dwang,"Vos, Isaac",La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1753-09-06,De doodt van Julius Cezar. Treurspel,"Clyburg, Jacob",La mort de César,"Barbier, Marie-Anne"
1753-09-08,Artemines. Treurspel,"Winter-van Merken, Lucretia Wilhelmina van",,
1753-09-10,De gelijke tweelingen,"Goes, Johannes Antonides van der",Menaechmi,"Plautus, T. Maccius"
1753-09-13,"Athénaïs, treurspel","Huybert van Kruiningen, Pieter Anthony de","Athénaïs, tragédie","Lagrange Chancel, François Joseph de"
1753-09-15,"Constantinus de Groote, Eerste Christen' Keiser. Treurspel","Bernagie, Pieter",,
1753-09-17,"De malle wédding óf Gierige Geeraard, blyspél [by Nil Volentibus Arduum group]",Nil Volentibus Arduum group,"La folle gageure, ou Les divertissemens de la comtesse de Pembroc","Le Métel de Boisrobert, François"
1753-09-20,"Attila, koning der Hunnen. Treurspel","Elias, Michiel","Attila, Roy des Huns","Corneille, Pierre"
1753-09-22,"Achilles, treurspel","Huydecoper, Balthasar",,
1753-09-24,Reinout in het betoverde hof; zynde het gevolg van Armida,"Pluimer, Joan",,
1753-09-25,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1753-09-26,"De stantvastige Genoveva, ofte Herstelde onnooselheyt. Bly-eyndend-treurspel","Wouthers, Anthoon Frans","Genevieve, ou l'Innocence reconnue","d'Aure, Francois"
1753-09-27,De dood van de graaven Egmond en Hoorne. Treurspel,"Asselijn, Thomas",,
1753-09-28,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter",,
1753-09-29,Ifigenia. Treurspél [by Nil Volentibus Arduum group],Nil Volentibus Arduum group,Iphigénie,"Racine, Jean"
1753-10-01,"Spaensche heidin, a.k.a. Het leven van Konstance [by Matt. Tengnagel]","Tengnagel, Mattheus Gansneb",La gitanilla de Madrid,"Cervantes y Saavedra, Miguel de"
1753-10-02,Beleg en ontset der stadt Leyden,"Bondt, Reinier de",,
1753-10-03,Beleg en ontset der stadt Leyden,"Bondt, Reinier de",,
1753-10-04,Beleg en ontset der stadt Leyden,"Bondt, Reinier de",,
1753-10-06,Beleg en ontset der stadt Leyden,"Bondt, Reinier de",,
1753-10-08,Beleg en ontset der stadt Leyden,"Bondt, Reinier de",,
1753-10-11,Beleg en ontset der stadt Leyden,"Bondt, Reinier de",,
1753-10-13,Andromaché [by L. Meijer],Nil Volentibus Arduum group,Andromaque,"Racine, Jean"
1753-10-15,"Don Jeronimo, maerschalk van Spanjen","Bergh, Adriaen van den","The Spanish Tragedie, Containing the lamentable end of Don Horatio, and Bel-imperia: with the pittifull death of olde Hieronimo","Kyd, Thomas"
1753-10-18,"Elektra, treurspel [by Malfait]","Malfait (de jonge), Philip",Électre,"Crébillon, Prosper Jolyot de"
1753-10-20,"Arzases, of 't Edelmoedig verraad, treurspel","Huydecoper, Balthasar",,
1753-10-22,Don Cesar of De broederlyke minnaar; blyspel,"Angelkot jr., Hermannus","Dom Cesar d'Avalos, comédie","Corneille, Thomas"
1753-10-29,"Arminius, Beschermer der Duytsche Vryheid","Bernagie, Pieter",,
1753-11-05,"Antipater, of De dood van Alexander en Aristobulus. Treurspel","Heems, Abraham",,
1753-11-10,"Aben-Zaïd, keizer der Mogollen; treurspel","Hooff, Nicolaas Willem op den","Aben Saïd, empereur des Mogols, tragédie","Le Blanc, Jean Bernard"
1753-11-12,"Karel, erfprins van Spanje. Treurspel","Bidloo, Govert",,
1753-11-17,"Orestes en Pylades, of Iphigenia in Tauris, treurspel","Bode, Matthias",Oreste et Pylade,"Lagrange Chancel, François Joseph de"
1753-11-19,"Democritus, of de verliefde filosoof","Elvervelt, Henrik van",Démocrite,"Regnard, Jean François"
1753-11-24,"Polyxena, treurspel [by M. Bode]","Bode, Matthias",Polyxène,"La Fosse, Antoine de"
1753-11-26,De verduytste Cid. Bly-eindend treurspel,"Heemskerk, Johan van",Le Cid. Tragi-comedie.,"Corneille, Pierre"
1753-12-01,"Edipus, treurspel","Huydecoper, Balthasar","Oedipe, tragedie","Corneille, Pierre"
1753-12-03,De Amerikaan; blyspel,"Elvervelt, Henrik van",Arlequin Sauvage,"La Font, Joseph de"
1753-12-08,Eneas en Turnus; treurspel,"Rotgans, Lukas",,
1753-12-10,"Karel de Stoute, hartog van Bourgondie","Verhoek, Pieter",,
1753-12-15,"Horatius, treurspel","Stamhorst, Jacobus","Horace, tragédie","Corneille, Pierre"
1753-12-17,"De vrék, blyspél","Pluimer, Joan",L'Avare ou l’École du mensonge,"Molière (ps. Poquelin, Jean Baptiste)"
1753-12-22,Cinna. Treurspel,Nil Volentibus Arduum group,Cinna,"Corneille, Pierre"
1753-12-24,Gysbreght van Aemstel,"Vondel, Joost van den",,
1753-12-24,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1753-12-31,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1753-12-31,Gysbreght van Aemstel,"Vondel, Joost van den",,
1754-01-05,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1754-01-05,Gysbreght van Aemstel,"Vondel, Joost van den",,
1754-01-12,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1754-01-12,Gysbreght van Aemstel,"Vondel, Joost van den",,
1754-01-14,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1754-01-14,Gysbreght van Aemstel,"Vondel, Joost van den",,
1754-01-19,"Rhadamistus en Zenobia, treurspel","Bogaert, Abraham","Rhadamiste et Zénobie, tragédie","Crébillon, Prosper Jolyot de"
1754-01-21,"Ada, gravin van Holland en Zeeland; treurspel","Steenwijk, Frans van",,
1754-01-26,"Ada, gravin van Holland en Zeeland; treurspel","Steenwijk, Frans van",,
1754-01-28,"Ada, gravin van Holland en Zeeland; treurspel","Steenwijk, Frans van",,
1754-02-02,"Ada, gravin van Holland en Zeeland; treurspel","Steenwijk, Frans van",,
1754-02-04,De dobbelaar; blyspel [by F. Rijk],"Rijk, Frans",Le joueur,"Regnard, Jean François"
1754-02-09,"De vrék, blyspél","Pluimer, Joan",L'Avare ou l’École du mensonge,"Molière (ps. Poquelin, Jean Baptiste)"
1754-02-11,De verhinderde wraak van Cajus Martius Coriolanus. Treurspel,"Bruin, Claas",Coriolan: tragedie,"Abeille, Gaspard"
